ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
2788,-1.34778879117,-3.35492280561,-2.19901324858,-inf,-0.520267965698
2789,-4.22150970785,-inf,-1.27671418932,-4.24394529978,-0.368140007461
2790,-0.998783076469,-inf,-1.94741127518,-inf,-0.715331956941
2791,-1.21547604787,-inf,-5.23996017936,-2.45788444227,-0.490182096034
2792,-0.667833126073,-inf,-4.71155499619,-2.78289398521,-0.876273707057
2793,-0.496036308067,-inf,-4.91963961764,-1.66464032333,-1.63732317114
2794,-2.33601261418,-inf,-2.37776090413,-1.64274148304,-0.482755821702
2795,-0.185759217693,-inf,-inf,-inf,-1.77474622419
2796,-0.168188329412,-inf,-inf,-3.03106871904,-2.23922233671
2797,-0.914572409946,-5.66231290457,-2.85172445842,-1.18887831576,-1.45444363226
2798,-1.14763612478,-inf,-3.62203519266,-0.832945613685,-1.50905476742
2799,-0.620652021796,-inf,-inf,-1.97755004587,-1.12701705868
2800,-0.117412189613,-inf,-inf,-3.33116000883,-2.58986990795
2801,-0.480266086845,-inf,-inf,-2.19914609083,-1.30754446979
2802,-1.36319585966,-3.68817539679,-3.53264784379,-0.692453495121,-1.66301712695
2803,-1.26329083208,-4.05990440538,-3.09928583673,-0.75499129307,-1.68777176401
2804,-0.383084543857,-inf,-inf,-inf,-1.14493456526
2805,-0.462398460005,-inf,-inf,-2.3113507302,-1.30526242527
2806,-inf,-inf,-1.17622640015,-inf,-0.36880605232
2807,-inf,-inf,-inf,-1.26732832031,-0.330704983161
2808,-3.40119738166,-inf,-1.95176056273,-0.408899570557,-1.83094589725
2809,-1.32551288886,-inf,-inf,-0.735913855752,-1.36544963772
2810,-1.4902749263,-inf,-2.07672074867,-0.597393325796,-2.31157882332
2811,-0.914572409946,-5.66231290457,-2.85172445842,-1.18887831576,-1.45444363226
2812,-1.34899129375,-inf,-2.77178668074,-inf,-0.388684745535
2813,-2.66102891275,-inf,-2.6387193303,-1.93244205965,-0.337044848104
2814,-0.639982659499,-inf,-3.99903438242,-3.91202300543,-0.833869856524
2815,-0.749236061221,-inf,-5.20003002183,-1.75569240522,-1.05277364853
2816,-0.138894239992,-inf,-inf,-inf,-2.04268593092
2817,-inf,-inf,-inf,-inf,0.0
2818,-0.483839173814,-inf,-inf,-inf,-0.958187077221
2819,-0.963757842827,-inf,-inf,-0.643122648415,-2.37628737324
2820,-0.0559968631632,-inf,-inf,-inf,-2.91032738773
2821,-inf,-inf,-1.84750746419,-inf,-0.17153542612
2822,-0.00654646230757,-inf,-inf,-6.88744225118,-5.20217840941
2823,-inf,-inf,-2.41977474721,-3.02685723924,-0.147815058532
2824,-0.456604630631,-inf,-inf,-1.81667365827,-1.58961729993
2825,-0.204778859632,-inf,-inf,-inf,-1.68646738971
2826,-0.118547121994,-inf,-inf,-3.11847549123,-2.69465775454
2827,-1.66330607447,-inf,-2.73211938128,-0.737488224621,-1.32015627289
2828,-0.462398460005,-inf,-inf,-2.3113507302,-1.30526242527
2829,-3.27816240407,-inf,-6.66119978266,-0.0684325491154,-3.60577154838
2830,-1.24665278831,-inf,-2.78756894044,-1.6625157836,-0.773700928202
2831,-0.689775562031,-inf,-1.55298069709,-2.02161411617,-1.86915753519
2832,-inf,-inf,-2.27577732412,-1.63543219601,-0.353231116205
2833,-0.414379725498,-inf,-6.90775527898,-1.10747285639,-4.8463322428
2834,-0.100489447488,-inf,-inf,-inf,-2.34752656088
2835,-0.121063404959,-inf,-inf,-inf,-2.17136195858
2836,-1.66330607447,-inf,-2.73211938128,-0.737488224621,-1.32015627289
2837,-0.0797802623454,-inf,-5.36585350276,-4.01513532086,-2.91938614258
2838,-inf,-inf,-inf,-inf,0.0
2839,-inf,-inf,-0.814459413439,-0.725084673907,-2.61952074892
2840,-inf,-inf,-inf,-0.740099233227,-0.648301112343
2841,-0.0481655127337,-inf,-inf,-inf,-3.05709811251
2842,-1.34882651807,-3.94604442017,-2.85830531308,-2.08972442938,-0.616117233123
2843,-1.01415309569,-inf,-1.99316546942,-0.93702171508,-2.21426158093
2844,-inf,-inf,-1.95048665035,-inf,-0.153389961736
2845,-0.555938298967,-2.30258509299,-inf,-3.91202300543,-1.18264801067
2846,-2.93310304148,-inf,-6.62904187651,-1.0074715524,-0.544199872584
2847,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
2848,-0.904325581773,-inf,-2.42749767436,-1.23848814814,-1.52737079851
2849,-inf,-inf,-inf,-1.87515284184,-0.166446077224
2850,-0.0797802623454,-inf,-5.36585350276,-4.01513532086,-2.91938614258
2851,-inf,-inf,-inf,-inf,0.0
2852,-3.74111143197,-inf,-5.05214433777,-0.803135809047,-0.65017482573
2853,-1.3640161113,-inf,-inf,-0.50764492374,-1.94871875815
2854,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
2855,-0.383084543857,-inf,-inf,-inf,-1.14493456526
2856,-3.91202300543,-inf,-0.274912104818,-1.51248766414,-inf
2857,-0.739304629852,-inf,-4.26398555229,-1.25102045801,-1.50383772406
2858,-0.39550628539,-4.83350658875,-3.76817744125,-1.76548708537,-2.08341065319
2859,-0.417074927259,-inf,-inf,-2.16477360026,-1.48610347019
2860,-0.920150554038,-inf,-3.11789725189,-0.886925297754,-1.92846965399
2861,-inf,-3.98121290931,-1.68993572689,-1.00177747182,-0.844948455121
2862,-1.46821051572,-inf,-inf,-inf,-0.261802914118
2863,-inf,-inf,-2.85142931153,-inf,-0.0594970665225
2864,-0.33279987786,-inf,-inf,-inf,-1.26200330454
2865,-0.769140340244,-4.3477645998,-2.82185728094,-1.07277512188,-2.10291700207
2866,-inf,-inf,-inf,-inf,0.0
2867,-inf,-inf,-1.95048665035,-inf,-0.153389961736
2868,-0.0830499602919,-inf,-5.62149453715,-4.83350907496,-2.68652758955
2869,-1.05418748814,-inf,-3.06498218281,-2.32572893001,-0.678933315056
2870,-0.239545510358,-inf,-inf,-2.2212198401,-2.25820617158
2871,-0.0797802623454,-inf,-5.36585350276,-4.01513532086,-2.91938614258
2872,-0.182252541403,-inf,-inf,-inf,-1.79210461765
2873,-0.778892168839,-inf,-inf,-inf,-0.614177286616
2874,-1.3835679225,-inf,-5.45246804638,-4.87710390147,-0.304607572809
2875,-0.537832628404,-inf,-3.91965604889,-1.45807595648,-1.81121212294
2876,-inf,-inf,-5.77075310076,-inf,-0.00312227814827
2877,-inf,-inf,-1.53885082091,-1.56156178703,-0.552404406096
2878,-inf,-inf,-inf,-3.86104064177,-0.0212707128268
2879,-0.69927084257,-inf,-inf,-1.36676306796,-1.39383610422
2880,-1.02167276426,-inf,-2.87018050637,-inf,-0.539020981683
2881,-4.02099616181,-3.92272086096,-1.45343800484,-1.28318903584,-0.7954889991
2882,-0.138894239992,-inf,-inf,-inf,-2.04268593092
2883,-0.496036308067,-inf,-4.91963961764,-1.66464032333,-1.63732317114
2884,-0.646313662299,-inf,-inf,-inf,-0.742282311174
2885,-1.53945827621,-2.98577713796,-1.74572687743,-3.08282667505,-0.664258755721
2886,-0.51335938025,-inf,-inf,-1.62843707654,-1.58336920778
2887,-inf,-5.99146454711,-inf,-0.2189262661,-1.6392836606
2888,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
2889,-0.835222205084,-2.07722400002,-inf,-1.90638055109,-1.22988193385
2890,-0.516861267742,-inf,-inf,-1.61155298306,-1.58947330449
2891,-inf,-8.34283980427,-6.14561522694,-inf,-0.00238379135528
2892,-0.747033232145,-inf,-3.65608963129,-4.60517018599,-0.712540763987
2893,-0.537832628404,-inf,-3.91965604889,-1.45807595648,-1.81121212294
2894,-0.834628457287,-inf,-5.70378247466,-inf,-0.575131367765
2895,-1.45012918201,-inf,-inf,-1.32550902406,-0.693562629262
2896,-0.109984789659,-inf,-inf,-3.13711211838,-2.80108261276
2897,-inf,-3.4857760882,-1.76943689429,-inf,-0.224468064284
2898,-0.00480855112052,-inf,-inf,-inf,-5.33976277472
2899,-1.19591063647,-4.31965527112,-2.81796926738,-1.56684703698,-0.877459953696
2900,-1.31915866055,-inf,-3.50091365392,-0.630300006652,-1.77173332551
2901,-1.0255263176,-inf,-inf,-0.814121386393,-1.61765196254
2902,-0.596674850303,-inf,-3.32407752196,-1.40523482121,-1.78352180052
2903,-inf,-inf,-2.1713437221,-inf,-0.121065751955
2904,-0.735042098029,-5.18414059228,-4.4005182296,-1.10902382617,-1.75586251516
2905,-1.06430320432,-inf,-inf,-inf,-0.42307140843
2906,-1.16218913398,-inf,-inf,-2.70596705073,-0.477401093308
2907,-0.204312780475,-inf,-inf,-inf,-1.68852089526
2908,-1.23137833093,-inf,-inf,-2.30098082105,-0.497663517656
2909,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
2910,-2.01913489607,-inf,-3.16868702481,-inf,-0.192164713268
2911,-2.26225179596,-inf,-2.15537246422,-0.393557802436,-2.25025948946
2912,-0.87190539663,-8.18868912444,-inf,-inf,-0.542027062275
2913,-0.736839648696,-inf,-4.42284862919,-4.60517018599,-0.694396256896
2914,-0.636358687292,-inf,-2.67954505621,-1.09096669641,-2.71359472956
2915,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
2916,-inf,-inf,-inf,-inf,0.0
2917,-inf,-4.49996588952,-2.79810393253,-4.62494271378,-0.0853825923199
2918,-1.01872159809,-3.1334072746,-2.37728112014,-1.26758113803,-1.50931932589
2919,-inf,-inf,-2.05255838145,-inf,-0.13743152718
2920,-1.22904097135,-inf,-5.21200067524,-inf,-0.353855759677
2921,-0.117412189613,-inf,-inf,-3.33116000883,-2.58986990795
2922,-0.159870923068,-inf,-inf,-3.06517288242,-2.29164085132
2923,-0.590380016863,-inf,-inf,-4.8710989687,-0.82503788139
2924,-0.508312544684,-inf,-inf,-1.32974718226,-2.01031763453
2925,-1.05418748814,-inf,-3.06498218281,-2.32572893001,-0.678933315056
2926,-inf,-inf,-0.624063404114,-inf,-0.76736005332
2927,-0.799774241038,-inf,-4.14077806389,-1.01722952082,-1.75409513418
2928,-0.749236061221,-inf,-5.20003002183,-1.75569240522,-1.05277364853
2929,-2.21977867865,-inf,-inf,-2.85092230058,-0.182030572677
2930,-0.109984789659,-inf,-inf,-3.13711211838,-2.80108261276
2931,-inf,-inf,-0.472750254914,-inf,-0.976268241684
2932,-1.19591063647,-4.31965527112,-2.81796926738,-1.56684703698,-0.877459953696
2933,-0.15092180032,-inf,-inf,-2.64600700892,-2.67146026957
2934,-0.128228641461,-inf,-inf,-3.53108305613,-2.39607660652
2935,-inf,-inf,-4.2917239766,-1.76609172248,-0.204176222147
2936,-0.708567045254,-inf,-inf,-5.62373976698,-0.685100278812
2937,-0.307075681726,-inf,-inf,-2.00225667856,-2.04504125163
2938,-1.34778879117,-3.35492280561,-2.19901324858,-inf,-0.520267965698
2939,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
2940,-0.0766814462381,-inf,-inf,-inf,-2.60619123357
2941,-0.491966252024,-inf,-2.38734437357,-1.65103097568,-2.25520881471
2942,-inf,-inf,-inf,-inf,0.0
2943,-1.18331913476,-inf,-2.50187226443,-1.83935202246,-0.792111212829
2944,-0.7057345618,-inf,-inf,-inf,-0.680716273922
2945,-0.157208706556,-inf,-inf,-inf,-1.92775580653
2946,-0.857657105336,-inf,-2.93911071948,-1.33315112574,-1.34981819083
2947,-1.0255263176,-inf,-inf,-0.814121386393,-1.61765196254
2948,-0.901098515663,-inf,-3.19521181174,-0.964480797364,-1.76178632279
2949,-inf,-inf,-1.72872725559,-1.4235341065,-0.541923304612
2950,-0.0797802623454,-inf,-5.36585350276,-4.01513532086,-2.91938614258
2951,-inf,-inf,-2.05346853713,-inf,-0.137297510167
2952,-0.347220359894,-inf,-inf,-2.48274626547,-1.56142497327
2953,-2.24696539796,-4.78024533426,-1.13943428319,-1.65882452762,-0.97943318552
2954,-0.760004913425,-5.52146091786,-4.19970507788,-inf,-0.666824929082
2955,-2.01181821878,-3.09202093955,-inf,-1.75845960626,-0.433040000969
2956,-inf,-inf,-0.819475121524,-1.14997181634,-1.41596452645
2957,-1.26058441093,-inf,-inf,-0.675323344796,-1.57252812973
2958,-0.499126101929,-inf,-3.39763941811,-1.60386483517,-1.84282631258
2959,-inf,-7.93737469616,-7.2442275156,-4.60517018599,-0.0111331729923
2960,-0.897714142007,-inf,-inf,-0.678224967858,-2.4653056386
2961,-3.4781602452,-inf,-1.31308699429,-1.5196717167,-0.731132051863
2962,-0.828177077388,-inf,-3.1615533313,-0.829701102681,-2.46963694116
2963,-0.57436808688,-5.61244145075,-3.68922165684,-1.508986282,-1.67578169957
2964,-2.53068295672,-inf,-inf,-inf,-0.0829519569006
2965,-inf,-inf,-0.20752215553,-inf,-1.67448449912
2966,-1.62800212184,-inf,-2.91161836455,-1.10096345494,-0.875291745649
2967,-inf,-inf,-1.21032494301,-0.80976306573,-1.35892778094
2968,-inf,-inf,-1.9491157477,-0.153617411007,-inf
2969,-0.121063404959,-inf,-inf,-inf,-2.17136195858
2970,-0.30807234645,-inf,-2.55194564901,-2.2587726915,-2.4921811958
2971,-inf,-inf,-1.15952104176,-3.71342056303,-0.412535499063
2972,-1.77838822513,-inf,-2.96294245073,-1.17805263451,-0.751739777429
2973,-0.527863673235,-inf,-inf,-2.16075635507,-1.22112470624
2974,-2.89121367293,-inf,-2.07973837668,-inf,-0.199026352185
2975,-0.811191798575,-inf,-2.9127986253,-1.27126271071,-1.51017611033
2976,-0.537832628404,-inf,-3.91965604889,-1.45807595648,-1.81121212294
2977,-1.0255263176,-inf,-inf,-0.814121386393,-1.61765196254
2978,-0.601686062285,-inf,-inf,-0.793823318704,-inf
2979,-1.34899129375,-inf,-2.77178668074,-inf,-0.388684745535
2980,-0.576888456861,-inf,-2.067512247,-2.06976091555,-1.68394205175
2981,-0.543379378743,-inf,-inf,-0.886017688903,-4.97285139408
2982,-0.0518800218518,-inf,-inf,-4.096601724,-3.38351058302
2983,-1.31129202506,-2.34533287456,-inf,-inf,-0.454582302813
2984,-0.0733280745717,-inf,-inf,-3.3280646586,-3.35694164464
2985,-0.39550628539,-4.83350658875,-3.76817744125,-1.76548708537,-2.08341065319
2986,-0.496036308067,-inf,-4.91963961764,-1.66464032333,-1.63732317114
2987,-0.616186139424,-inf,-inf,-1.27694182419,-1.70864456252
2988,-inf,-inf,-inf,-inf,0.0
2989,-1.66073120682,-inf,-3.70326819157,-0.49781538703,-1.72878467007
2990,-0.138894239992,-inf,-inf,-inf,-2.04268593092
2991,-0.987029822854,-inf,-2.61500507607,-2.5207800282,-0.747067645061
2992,-0.168188329412,-inf,-inf,-3.03106871904,-2.23922233671
2993,-0.461758610893,-inf,-4.19348043994,-1.51780624401,-1.99849079393
2994,-0.0859159755603,-inf,-inf,-4.8554381218,-2.59638257617
2995,-inf,-inf,-1.01284970697,-1.09935065643,-1.19161560751
2996,-0.51522918068,-4.68657149509,-4.05840830756,-1.62244922205,-1.72189578789
2997,-0.611861020258,-inf,-3.96996441024,-1.36201085354,-1.70023781446
2998,-0.583197782511,-inf,-4.09065636922,-1.51887181575,-1.57889811854
2999,-0.455919918578,-inf,-inf,-1.63171964488,-1.76877092363
3000,-0.399965665435,-inf,-3.41266092669,-1.76860348577,-2.07042222669
3001,-1.34882651807,-3.94604442017,-2.85830531308,-2.08972442938,-0.616117233123
3002,-0.738850053845,-inf,-4.17383639393,-1.08211015676,-1.78340839992
3003,-0.149043672838,-inf,-inf,-3.36989123008,-2.26264220469
3004,-0.182252541403,-inf,-inf,-inf,-1.79210461765
3005,-0.947118195669,-inf,-3.18907875102,-inf,-0.560483345584
3006,-1.05507020344,-inf,-2.16637046323,-inf,-0.621311782002
3007,-0.537832628404,-inf,-3.91965604889,-1.45807595648,-1.81121212294
3008,-0.496036308067,-inf,-4.91963961764,-1.66464032333,-1.63732317114
3009,-2.91785230932,-3.55161979936,-1.99320210144,-inf,-0.247162468219
3010,-0.667833126073,-inf,-4.71155499619,-2.78289398521,-0.876273707057
3011,-0.0208312080521,-6.71538338633,-7.02286808608,-inf,-3.98931718073
3012,-0.612007195619,-inf,-3.21887582487,-inf,-0.872899284572
3013,-inf,-inf,-inf,-0.320817634048,-1.2930064267
3014,-inf,-4.57640594284,-4.21087837848,-4.12782937619,-0.042117603504
3015,-1.67718500756,-2.92154883384,-1.47341045707,-inf,-0.634674979825
3016,-4.60517018599,-2.20727491319,-1.76950406621,-inf,-0.343078487045
3017,-0.51522918068,-4.68657149509,-4.05840830756,-1.62244922205,-1.72189578789
3018,-0.516861267742,-inf,-inf,-1.61155298306,-1.58947330449
3019,-0.566440016495,-inf,-2.35583052571,-2.17666388392,-1.49511104512
3020,-0.527632742082,-inf,-inf,-6.21460809842,-0.896488104578
3021,-0.0859159755603,-inf,-inf,-4.8554381218,-2.59638257617
3022,-0.760004913425,-5.52146091786,-4.19970507788,-inf,-0.666824929082
3023,-0.738850053845,-inf,-4.17383639393,-1.08211015676,-1.78340839992
3024,-6.08677472691,-inf,-7.69621263935,-0.501554162585,-0.937299930941
3025,-0.941608539858,-inf,-3.84288083973,-inf,-0.530062421583
3026,-inf,-inf,-1.61588723611,-inf,-0.221537698529
3027,-0.738850053845,-inf,-4.17383639393,-1.08211015676,-1.78340839992
3028,-1.00632814906,-inf,-inf,-2.92132721329,-0.543729309587
3029,-inf,-inf,-6.39692965522,-2.04022082853,-0.141179613463
3030,-1.07877244195,-3.2426141638,-3.21359244867,-1.64442434904,-0.947806940483
3031,-0.0559144211683,-inf,-inf,-inf,-2.91175989692
3032,-0.0947884464845,-inf,-inf,-inf,-2.40312763221
3033,-0.917048003892,-inf,-3.86497143381,-0.981668117585,-1.5864359224
3034,-2.33601261418,-inf,-2.37776090413,-1.64274148304,-0.482755821702
3035,-1.90426182937,-inf,-inf,-0.371897937729,-1.82236596296
3036,-inf,-inf,-2.07229803526,-6.24455517479,-0.136779093907
3037,-1.63036179601,-inf,-3.12641757813,-0.704099469565,-1.32533898402
3038,-inf,-inf,-0.572405562864,-inf,-0.830495371711
3039,-1.13827942714,-inf,-3.2005452324,-1.18328304911,-1.10075859281
3040,-1.75484069379,-2.24511612556,-2.85924330047,-inf,-0.409717348761
3041,-0.51522918068,-4.68657149509,-4.05840830756,-1.62244922205,-1.72189578789
3042,-0.75818822411,-inf,-3.78243679665,-1.08036507469,-1.776397376
3043,-0.178599812444,-inf,-inf,-2.80491072571,-2.2725675479
3044,-0.583197782511,-inf,-4.09065636922,-1.51887181575,-1.57889811854
3045,-0.429091169287,-inf,-inf,-2.38543627417,-1.35926060198
3046,-inf,-inf,-inf,-inf,0.0
3047,-inf,-4.49996588952,-2.79810393253,-4.62494271378,-0.0853825923199
3048,-inf,-inf,-0.878616543645,-5.45246804638,-0.544111601399
3049,-inf,-inf,-1.31947393315,-1.66416022538,-0.609956458667
3050,-3.20852491403,-inf,-1.54944826682,-1.0440017354,-0.928424988159
3051,-1.43795828929,-inf,-inf,-0.390033057169,-2.45861318155
3052,-2.00724100921,-inf,-3.6875671842,-1.84707665309,-0.381391005577
3053,-0.646027683854,-inf,-inf,-2.74988104854,-0.886875381224
3054,-0.294035993254,-inf,-inf,-inf,-1.36747129971
3055,-0.421643993027,-inf,-inf,-2.75853491468,-1.2706543882
3056,-1.49404590655,-inf,-2.84325062229,-0.726377706252,-1.4539587735
3057,-1.49120924897,-inf,-inf,-0.564206485851,-1.57945015445
3058,-0.306856493388,-inf,-inf,-inf,-1.33088303845
3059,-inf,-5.11599580975,-1.76753154066,-inf,-0.194500177967
3060,-3.06338800849,-inf,-2.41269352322,-inf,-0.146533044544
3061,-inf,-inf,-inf,-inf,0.0
3062,-0.906356308278,-inf,-3.91365782396,-1.99624549048,-0.820538058548
3063,-0.612007195619,-inf,-3.21887582487,-inf,-0.872899284572
3064,-0.601686062285,-inf,-inf,-0.793823318704,-inf
3065,-1.62800212184,-inf,-2.91161836455,-1.10096345494,-0.875291745649
3066,-0.646027683854,-inf,-inf,-2.74988104854,-0.886875381224
3067,-0.799774241038,-inf,-4.14077806389,-1.01722952082,-1.75409513418
3068,-inf,-inf,-inf,-inf,0.0
3069,-inf,-inf,-inf,-inf,0.0
3070,-inf,-inf,-2.61775590986,-inf,-0.0757654923532
3071,-0.157208706556,-inf,-inf,-inf,-1.92775580653
3072,-0.440807742006,-inf,-3.56252396293,-1.74116335622,-1.87862461124
3073,-0.616186139424,-inf,-inf,-1.27694182419,-1.70864456252
3074,-inf,-3.85236128331,-1.91194405012,-3.05528292184,-0.24351429492
3075,-1.57768054827,-inf,-2.33656593803,-1.37408318767,-0.812345019688
3076,-0.541798067916,-inf,-3.44572395434,-1.36575393682,-2.03081332105
3077,-0.0859159755603,-inf,-inf,-4.8554381218,-2.59638257617
3078,-6.21460809842,-inf,-inf,-1.04429321941,-0.436863637324
3079,-1.43328870285,-inf,-2.11895505383,-0.64798775317,-2.13518801278
3080,-0.401970901697,-inf,-inf,-2.79746560098,-1.30920217017
3081,-0.772306499184,-inf,-2.59581174785,-1.20429248323,-1.81054957304
3082,-0.611861020258,-inf,-3.96996441024,-1.36201085354,-1.70023781446
3083,-1.22077610667,-inf,-2.96509685217,-0.74872210827,-1.71217505749
3084,-0.901098515663,-inf,-3.19521181174,-0.964480797364,-1.76178632279
3085,-inf,-inf,-3.49825909451,-1.69233928976,-0.24122909304
3086,-0.0518800218518,-inf,-inf,-4.096601724,-3.38351058302
3087,-6.50229017087,-inf,-inf,-7.60090245954,-0.00200200267067
3088,-2.91785230932,-3.55161979936,-1.99320210144,-inf,-0.247162468219
3089,-inf,-inf,-0.818494706341,-0.724221213776,-2.6009511551
3090,-0.512493680867,-inf,-3.07944331751,-3.50655789732,-1.12388347769
3091,-1.14913121853,-3.16379360994,-3.17397027409,-0.750856313969,-2.06338294084
3092,0.0,-inf,-inf,-inf,-inf
3093,-0.00241967449424,-inf,-inf,-7.29463130886,-6.35526530261
3094,-0.157208706556,-inf,-inf,-inf,-1.92775580653
3095,-1.34882651807,-3.94604442017,-2.85830531308,-2.08972442938,-0.616117233123
3096,-inf,-3.98121290931,-1.68993572689,-1.00177747182,-0.844948455121
3097,-0.00739570196113,-8.24275634571,-7.54960916515,-7.54960916515,-5.10726212979
3098,-1.43364290758,-inf,-inf,-2.05282760434,-0.456984956015
3099,-0.149043672838,-inf,-inf,-3.36989123008,-2.26264220469
3100,-inf,-inf,-3.11978492222,-0.252744021091,-1.71943880765
3101,-inf,-5.11599580975,-1.76753154066,-inf,-0.194500177967
3102,-0.739304629852,-inf,-4.26398555229,-1.25102045801,-1.50383772406
3103,-inf,-inf,-0.939413149295,-5.0106352941,-0.50670713228
3104,-inf,-inf,-1.39624121435,-1.20477278753,-0.792494068347
3105,-0.907214300744,-inf,-3.29811391255,-2.00815521793,-0.855280253613
3106,-1.38296657103,-inf,-inf,-0.777305488567,-1.23951774175
3107,-0.9272453846,-inf,-inf,-1.04566217991,-1.37476533884
3108,-0.11198473136,-inf,-inf,-4.50193269758,-2.35541067006
3109,-0.204312780475,-inf,-inf,-inf,-1.68852089526
3110,-2.27474098745,-inf,-2.40065763161,-0.923288568253,-0.893288542531
3111,-5.98208492131,-inf,-4.73838902901,-0.32518822715,-1.32301035829
3112,-0.770894244817,-inf,-1.33499789213,-inf,-1.2937441192
3113,-3.64368061734,-inf,-6.33851889306,-0.586867428242,-0.87704427725
3114,-0.735042098029,-5.18414059228,-4.4005182296,-1.10902382617,-1.75586251516
3115,-4.65646348038,-inf,-inf,-0.209076294103,-1.71943880765
3116,-2.40794560865,-inf,-0.492976610139,-2.25039933982,-1.6407361234
3117,-0.461758610893,-inf,-4.19348043994,-1.51780624401,-1.99849079393
3118,-inf,-inf,-1.78309894487,-inf,-0.184062698742
3119,-inf,-inf,-2.05346853713,-inf,-0.137297510167
3120,-0.0893853482106,-inf,-inf,-inf,-2.45915829091
3121,-0.931706566658,-inf,-6.21460809842,-1.15495590849,-1.24116383265
3122,-1.94248643236,-inf,-1.96749854238,-inf,-0.332893159655
3123,-0.769140340244,-4.3477645998,-2.82185728094,-1.07277512188,-2.10291700207
3124,-inf,-inf,-1.6575839963,-3.02397869887,-0.273393115206
3125,-0.118547121994,-inf,-inf,-3.11847549123,-2.69465775454
3126,-inf,-inf,-inf,-3.86104064177,-0.0212707128268
3127,-1.20917092134,-inf,-inf,-0.865921451086,-1.26978632053
3128,-inf,-inf,-2.41977474721,-3.02685723924,-0.147815058532
3129,-2.7912377295,-inf,-2.88794613068,-3.04327321832,-0.179981439862
3130,-1.00405301277,-inf,-inf,-1.43940517494,-0.924978788361
3131,-1.04931127877,-inf,-2.19610495203,-1.58075581929,-1.10031544524
3132,-0.370097128556,-7.82404601086,-7.82404601086,-1.18766399838,-5.62682143352
3133,-0.15092180032,-inf,-inf,-2.64600700892,-2.67146026957
3134,-1.2644123429,-inf,-2.67685274926,-0.564543695544,-2.5232820837
3135,-inf,-inf,-1.1230247457,-inf,-0.393478790335
3136,-0.00214515634639,-inf,-inf,-inf,-6.14561522694
3137,-0.118547121994,-inf,-inf,-3.11847549123,-2.69465775454
3138,-0.135564643133,-inf,-5.15852860162,-2.57721855659,-3.10015824808
3139,-0.496036308067,-inf,-4.91963961764,-1.66464032333,-1.63732317114
3140,-0.0481655127337,-inf,-inf,-inf,-3.05709811251
3141,-0.59923658111,-inf,-inf,-3.91202300543,-0.84218275972
3142,-1.28273148604,-inf,-3.66390879122,-0.903998244709,-1.23051648435
3143,-0.456604630631,-inf,-inf,-1.81667365827,-1.58961729993
3144,-inf,-7.98919976403,-4.26278016932,-5.73650916816,-0.0178057964761
3145,-inf,-inf,-inf,-5.23377884541,-0.0053476063266
3146,-2.37792915045,-inf,-1.63087132075,-1.07106369953,-0.997352259271
3147,-2.01913489607,-inf,-3.16868702481,-inf,-0.192164713268
3148,-inf,-inf,-2.33695038591,-6.21460809842,-0.103830407692
3149,-2.52909615598,-1.81504882943,-1.35112569749,-inf,-0.696170963973
3150,-0.820223263128,-3.84748448429,-2.77258872224,-1.0783195854,-1.99755438221
3151,-1.67718500756,-2.92154883384,-1.47341045707,-inf,-0.634674979825
3152,-inf,-3.60700515931,-3.86770924164,-inf,-0.0492314109555
3153,-0.767903381417,-inf,-inf,-4.43811610132,-0.645887768924
3154,-0.332276318045,-inf,-inf,-inf,-1.2633304425
3155,-inf,-inf,-1.44251204112,-5.11599580975,-0.277511743798
3156,-inf,-inf,-inf,-2.1100881745,-0.129228977652
3157,-0.104788473733,-inf,-inf,-2.7093472457,-3.41413789294
3158,-1.90793140844,-inf,-4.11637314993,-inf,-0.179953035124
3159,-0.139142260615,-inf,-inf,-inf,-2.04102298162
3160,-6.55108033504,-6.03815166108,-1.17225073544,-4.23672270582,-0.397405568364
3161,-0.149043672838,-inf,-inf,-3.36989123008,-2.26264220469
3162,-1.66080412424,-inf,-inf,-2.787433228,-0.289771209003
3163,-1.19591063647,-4.31965527112,-2.81796926738,-1.56684703698,-0.877459953696
3164,-1.02165124753,-inf,-inf,-inf,-0.446287102628
3165,-0.0323851129794,-inf,-inf,-inf,-3.44620529478
3166,-0.0100503358535,-inf,-inf,-4.60517018599,-inf
3167,-inf,-inf,-1.38629436112,-inf,-0.287682072452
3168,-1.16139996248,-5.52146091786,-inf,-0.926341067728,-1.24843899702
3169,-0.168188329412,-inf,-inf,-3.03106871904,-2.23922233671
3170,-inf,-inf,-2.41977474721,-3.02685723924,-0.147815058532
3171,-0.619331172815,-inf,-inf,-0.961978674588,-2.53124840525
3172,-0.609358137699,-inf,-3.13319723442,-1.30189563331,-1.96108014121
3173,-1.02485166064,-inf,-2.131210978,-1.03278686554,-1.79309984623
3174,-inf,-1.94190777686,-inf,-inf,-0.154819302036
